,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
949,1,1,3,4,3,1,5,59.4,2,1,1,8,1,3,4,5,1,8359.71,35,54000000
950,1,1,3,10,2,2,5,108.9,3,1,2,18,3,3,4,4,3,8325.3901317,55,66000000
951,2,2,1,1,6,1,4,66.0,3,1,1,15,5,3,3,2,3,7147.46,67,1
952,3,1,3,11,6,1,4,75.89999999999999,3,1,1,9,1,3,4,2,1,6700.4752765,55,42000000
953,1,2,3,15,3,2,4,79.2,3,1,1,14,3,3,5,4,1,10699.090623,45,5
954,1,2,3,5,3,2,5,85.8,3,1,2,12,1,1,4,4,1,14870.140042,35,42000000
955,3,2,1,2,5,1,4,125.4,3,1,2,5,2,3,3,1,1,12876.37,45,25000000
956,1,1,2,4,5,3,5,99.0,3,1,2,4,1,3,4,3,1,26235.581798,55,66000000
957,1,2,1,1,6,1,4,89.1,3,0,1,12,2,3,3,2,1,9633.3134853,67,3
958,1,2,1,1,5,2,5,112.2,4,1,2,14,1,3,4,4,1,20003.98,45,66000000
959,3,2,1,1,6,3,3,125.4,3,1,2,6,2,1,3,2,1,11376.81,67,42000000
960,3,1,2,1,5,4,4,82.5,2,1,1,6,1,3,4,4,1,11445.212511,45,4
961,1,2,2,2,3,3,6,69.3,3,1,1,10,1,3,5,3,1,12764.696163,45,4
962,1,1,3,11,2,2,5,112.2,3,1,2,10,1,3,4,4,3,13913.21,55,66000000
963,3,2,3,3,4,1,4,75.89999999999999,3,1,1,6,1,3,4,3,1,12023.47,45,54000000
964,3,1,3,12,4,2,5,82.5,3,1,2,8,3,3,4,4,1,16350.002977,45,66000000
965,2,2,1,1,6,1,2,62.7,3,1,1,5,5,3,3,1,5,10515.22,67,1
966,1,2,3,6,2,2,6,108.9,3,1,2,14,1,3,4,4,3,7307.35,45,4
967,3,2,2,1,3,4,5,56.1,2,1,1,4,1,3,4,3,1,9443.9476041,45,3
968,3,1,1,1,5,3,5,132.0,2,1,2,12,2,3,3,4,1,8504.53,25,3
969,3,1,3,17,4,2,4,105.6,3,1,2,12,1,3,4,3,1,15413.649889,55,54000000
970,3,1,3,1,2,1,4,105.6,3,1,2,14,1,1,4,3,5,15340.988014,67,42000000
971,1,2,1,1,4,3,4,59.4,3,1,1,16,1,1,4,1,5,13559.03399,67,1
972,1,1,3,3,4,3,5,141.9,4,1,2,3,1,3,5,4,3,12109.16,45,54000000
973,3,1,3,2,2,3,4,92.4,3,1,2,8,1,3,4,1,5,4343.8212174,67,12000000
974,1,1,1,1,6,3,5,66.0,3,1,1,6,5,3,3,1,3,24198.68,67,3
975,3,1,1,2,5,4,4,92.4,3,1,1,8,1,3,4,4,5,8523.5,55,4
976,1,1,3,4,3,2,3,158.39999999999998,4,1,2,13,1,1,4,4,1,5815.10969,55,25000000
977,2,1,1,1,4,1,2,72.6,3,1,1,6,1,3,4,4,1,10402.501342,55,5
978,3,2,3,11,4,2,4,125.4,3,1,2,18,1,3,5,4,1,4235.8195268,55,8
979,3,2,3,1,5,2,5,59.4,2,1,1,3,3,3,4,4,1,10652.523798,55,25000000
980,3,2,2,1,5,3,5,62.7,2,1,1,3,1,3,4,4,1,12502.118769,55,25000000
981,2,2,3,12,4,2,4,49.5,2,1,1,8,1,3,4,3,1,9281.955743,45,3
982,3,2,1,1,6,2,4,115.5,4,1,1,7,2,3,3,5,5,7919.0097757,67,25000000
983,3,2,1,2,5,2,4,92.4,3,1,1,7,4,3,3,3,3,10377.717666,67,25000000
984,1,1,3,2,4,3,5,72.6,3,1,2,6,1,3,4,5,1,12100.175343,35,54000000
985,3,2,1,1,5,2,5,108.9,3,1,1,5,4,3,3,2,5,37767.1,67,12000000
986,2,2,3,1,5,2,4,72.6,3,1,1,8,1,3,4,2,3,6771.3453393,67,18000000
987,3,1,3,2,2,1,4,79.19999999999999,3,1,1,4,1,3,4,4,3,12598.82,45,18000000
988,1,1,3,2,4,4,4,108.9,3,1,2,10,1,1,4,4,3,26169.92,35,42000000
989,1,2,1,1,5,2,1,66.0,2,1,1,8,2,3,3,2,3,7744.0417598,67,12000000
990,3,1,3,5,5,1,5,92.4,3,1,1,7,1,3,4,2,3,9436.96,55,42000000
991,1,1,3,11,3,1,4,79.2,2,1,1,14,3,3,5,4,1,10691.732107,45,7
992,3,2,3,6,4,2,5,59.4,2,1,1,3,3,3,4,3,1,12030.923878,55,25000000
993,1,2,3,12,4,1,5,105.6,3,1,2,12,3,3,4,3,1,12721.064099,45,78000000
994,1,1,3,2,3,2,4,108.9,3,1,2,14,3,3,4,4,1,15631.570636,67,9
995,2,1,1,2,4,4,4,49.5,2,1,1,8,1,3,4,2,1,9321.5386971,55,25000000
996,3,2,1,1,6,1,1,59.4,4,0,1,4,2,3,3,1,3,16924.7,67,12000000
997,2,2,3,1,5,1,5,125.4,3,1,2,10,1,1,4,2,5,6721.75,67,12000000
998,3,2,1,1,6,2,2,125.4,4,1,2,6,1,1,3,4,1,3735.35,45,25000000
999,2,2,3,1,5,3,4,46.2,2,1,1,8,1,3,4,4,1,9543.9,45,25000000
1000,2,1,3,21,4,4,5,135.29999999999998,4,1,2,12,1,3,4,4,3,11195.13,45,54000000
1001,2,2,3,9,4,2,5,79.2,3,1,1,8,1,3,4,3,1,10644.26,55,5
1002,3,2,3,8,4,2,4,75.9,3,1,1,8,1,1,4,4,1,13204.679473,55,5
1003,2,2,1,1,6,1,6,99.0,3,1,2,14,4,3,3,6,3,25577.8,55,42000000
1004,3,2,3,2,4,1,4,62.7,2,1,1,3,2,1,4,5,1,7530.38,45,25000000
1005,3,1,1,1,4,3,2,79.2,2,1,1,4,2,3,3,2,3,10040.16,67,2
1006,1,1,1,2,4,1,4,23.1,1,1,1,2,1,1,4,1,5,14335.034754,55,12000000
1007,3,2,1,1,4,1,1,82.5,3,1,1,4,2,3,3,2,1,9297.02,67,18000000
