,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
3925,3,2,3,1,4,2,3,42.9,2,0,1,12,1,1,4,3,1,12511.005184,55,3
3926,1,2,3,13,2,3,5,105.6,3,1,2,10,1,3,5,4,1,14740.56,45,4
3927,1,2,3,7,3,2,6,122.1,4,1,2,4,3,3,5,4,1,8655.6742802,45,42000000
3928,1,2,1,1,6,1,2,59.4,1,1,1,3,5,1,3,2,1,15309.49,67,18000000
3929,1,2,2,2,5,1,5,59.4,2,1,1,13,1,3,5,3,1,6995.0672285,35,3
3930,3,1,3,6,4,1,3,92.4,3,1,1,8,1,1,4,4,1,7969.5142907,55,54000000
3931,3,1,2,4,5,3,2,79.2,3,1,1,14,1,3,4,6,5,9287.99,67,5
3932,3,1,3,3,4,1,3,105.6,3,1,2,16,1,1,4,3,1,19677.47,55,4
3933,2,2,1,1,6,2,1,72.6,3,1,1,10,4,3,3,2,3,25219.5,55,2
3934,3,2,1,1,6,3,3,125.4,3,1,2,6,2,3,3,2,3,9934.63,67,18000000
3935,1,2,2,2,4,2,3,79.2,2,1,1,12,1,3,5,3,1,31211.7,45,4
3936,3,2,1,1,6,2,2,82.5,3,1,1,2,1,3,4,2,3,11476.452219,55,54000000
3937,1,2,3,2,3,1,6,82.5,3,1,2,13,3,3,4,4,1,9522.7767261,45,8
3938,1,1,3,6,2,1,6,105.6,3,1,2,5,1,3,5,4,1,10002.21,45,25000000
3939,3,1,3,4,4,2,5,82.5,3,1,2,8,3,3,4,4,3,14965.844856,45,54000000
3940,2,1,3,8,3,1,4,105.6,3,1,2,14,1,3,5,3,3,11925.059044,55,6
3941,3,1,3,8,4,2,4,112.2,3,1,1,8,1,3,4,3,1,13093.965752,55,4
3942,2,2,3,2,2,4,5,59.4,3,1,1,6,1,1,4,3,1,10538.522803,45,3
3943,3,2,1,1,6,3,4,128.7,4,1,1,5,1,3,4,3,5,11523.108825,67,25000000
3944,1,2,3,10,3,1,5,138.6,2,1,1,12,1,3,5,2,1,17902.51,35,3
3945,3,2,3,17,4,1,5,112.2,3,1,2,8,1,3,4,4,1,9897.7081198,45,42000000
3946,3,1,2,4,5,2,6,198.0,2,1,2,8,1,3,4,3,3,5622.0908306,35,3
3947,2,2,3,1,5,1,5,122.1,3,1,2,16,1,3,4,2,5,14558.02,55,4
3948,2,2,2,1,6,2,5,89.1,2,1,2,6,2,1,3,1,1,17193.68,35,25000000
3949,1,1,1,1,5,2,1,39.6,2,1,1,3,1,3,4,2,1,11122.44,67,12000000
3950,1,1,3,9,4,1,4,138.6,3,1,2,12,1,3,4,5,1,12190.33,67,54000000
3951,3,1,1,3,2,2,6,132.0,3,1,2,8,1,3,4,1,5,12573.124551,55,12000000
3952,3,2,1,1,6,2,6,82.5,2,1,1,7,2,1,3,4,3,11264.936278,45,2
3953,1,2,3,9,2,1,5,79.2,3,1,1,14,1,1,5,3,3,12965.905909,45,5
3954,3,1,3,14,3,1,5,158.4,4,1,2,10,1,3,5,2,3,11867.41,55,9
3955,1,2,3,11,2,4,5,105.6,3,1,2,18,3,3,5,3,3,16738.205438,35,6
3956,1,1,3,7,3,2,5,105.6,3,1,2,16,1,3,5,4,1,20531.336247,45,7
3957,3,1,3,20,5,2,6,85.8,3,1,2,7,1,3,4,4,3,3976.58,45,66000000
3958,1,2,1,1,5,4,2,66.0,2,1,1,8,2,1,3,2,1,14614.03,35,25000000
3959,1,2,3,2,2,1,4,66.0,3,1,1,10,5,1,3,1,1,4677.0068732,35,4
3960,2,2,3,14,3,3,4,56.1,2,1,1,2,1,3,4,3,2,2191.60646,35,18000000
3961,3,1,3,4,5,1,6,72.6,2,1,1,4,1,3,4,2,4,5502.1289669,55,25000000
3962,3,2,3,1,5,1,4,122.1,3,1,1,8,1,3,3,2,3,10208.94,55,25000000
3963,1,2,3,14,3,3,6,128.7,3,1,2,20,3,1,4,4,1,16155.330379,45,6
3964,3,2,3,9,6,2,5,52.8,1,0,1,4,1,1,3,1,5,4138.4060895,67,12000000
3965,2,2,1,1,6,2,1,19.8,1,0,1,2,2,1,3,2,5,12696.42,55,12000000
3966,3,2,1,1,6,1,4,132.0,4,1,2,7,1,3,3,4,1,13119.5,45,42000000
3967,3,2,3,15,2,2,4,105.6,3,1,2,7,1,3,4,4,1,14217.929058,55,42000000
3968,1,1,1,1,5,1,1,85.8,3,1,2,8,2,1,3,1,1,11922.88,35,18000000
3969,1,1,2,4,5,1,5,102.3,3,1,2,10,1,3,5,4,1,12176.511558,55,8
3970,1,1,2,1,4,3,5,69.3,2,1,1,6,1,3,4,1,4,5181.07,55,18000000
3971,2,2,3,5,4,1,4,79.19999999999999,3,1,2,16,1,1,4,2,1,13663.96,67,25000000
3972,3,2,1,1,6,1,3,82.5,3,1,1,5,2,3,3,4,1,12375.510038,35,3
3973,2,2,3,5,2,2,4,75.9,3,1,1,14,1,3,4,4,1,11500.24,45,5
3974,1,1,3,3,5,2,6,201.3,4,1,2,5,3,1,4,1,5,6532.2369805,67,12000000
3975,1,2,1,2,5,2,3,59.4,2,1,1,4,1,1,3,4,5,6193.52,45,12000000
3976,2,2,1,1,6,1,4,66.0,2,1,1,10,4,3,3,1,3,11767.37,67,18000000
3977,2,2,1,1,6,1,3,155.1,3,1,1,16,2,1,3,1,5,9818.28,67,1
3978,3,2,3,2,6,1,4,79.19999999999999,3,1,1,4,1,3,4,4,2,9599.3822975,55,42000000
3979,2,2,1,1,6,1,4,75.89999999999999,3,1,1,8,5,3,3,4,3,9745.56,45,42000000
3980,1,2,1,2,5,2,6,148.5,4,1,2,10,2,1,3,3,1,8985.63,55,78000000
3981,2,1,3,15,2,2,4,118.8,4,1,2,11,1,3,4,3,1,17460.126888,55,54000000
3982,1,1,2,1,6,2,5,99.0,3,1,2,6,1,1,4,4,4,6063.8719167,45,42000000
3983,1,1,3,10,2,3,5,105.6,3,1,2,14,1,3,5,4,1,14141.43,55,9
3984,1,1,3,1,4,2,5,132.0,4,1,2,12,1,3,4,4,3,10008.72,45,6
3985,1,2,3,14,2,1,6,128.7,3,1,2,4,3,3,4,3,1,8994.6237128,45,90000000
3986,1,2,2,3,4,2,3,69.3,2,1,1,10,1,1,4,1,1,2962.8127096,25,3
3987,2,2,1,1,6,2,3,56.1,3,1,1,6,2,1,3,2,3,15040.58,67,4
3988,3,1,3,20,2,2,5,102.3,3,1,2,8,1,3,4,3,3,10877.199691,45,42000000
3989,1,1,3,6,2,1,5,99.0,3,1,2,18,1,3,5,4,1,10039.545699,35,54000000
3990,3,2,1,1,6,1,1,49.5,2,1,1,4,2,1,3,2,3,7726.76,67,3
3991,1,1,2,2,4,3,5,99.0,3,1,2,20,1,3,4,3,3,15669.59,55,66000000
3992,2,2,3,1,5,4,5,75.9,2,1,1,10,3,3,4,4,1,6601.1473401,45,4
3993,3,1,1,2,4,1,4,82.5,3,1,1,24,1,2,5,4,1,10671.025716,45,6
3994,2,2,3,5,2,2,4,92.4,3,1,1,10,1,3,4,4,1,8707.5267433,45,54000000
3995,3,1,3,2,3,1,4,82.5,3,1,1,8,1,1,4,3,1,10382.584559,67,42000000
3996,2,1,1,2,3,2,5,105.6,3,1,1,10,1,3,4,4,1,10768.346239,55,54000000
3997,3,1,3,4,4,2,4,118.8,3,1,2,5,1,1,4,2,1,8844.6105951,55,25000000
3998,3,2,1,2,4,4,6,115.5,3,1,2,8,5,3,3,2,4,8998.1990402,55,3
3999,3,2,1,1,6,1,3,33.0,1,0,1,4,5,1,3,1,5,12447.66,67,12000000
4000,1,1,3,11,2,1,5,108.9,3,1,2,14,3,3,5,4,1,14780.645341,45,66000000
4001,1,2,2,1,5,3,4,49.5,3,1,1,6,1,3,5,3,1,19025.870995,55,5
4002,3,1,3,15,4,2,4,75.89999999999999,3,1,1,8,1,3,4,4,1,9107.4451353,55,66000000
4003,2,2,2,2,6,2,3,75.89999999999999,2,1,1,8,2,3,5,2,1,28516.88,45,42000000
4004,2,2,2,3,2,1,4,36.3,1,1,1,4,1,3,4,3,1,7868.8,55,25000000
4005,2,2,1,1,6,3,3,92.4,3,1,1,7,1,3,4,1,5,11432.324816,45,2
4006,3,2,1,1,6,1,4,82.5,3,1,1,20,2,3,3,2,1,12432.114246,67,3
4007,1,2,3,13,2,2,4,85.8,3,1,1,10,3,1,4,2,5,6383.74,67,18000000
4008,2,2,3,3,3,2,3,79.19999999999999,3,1,2,7,1,1,4,3,1,11563.43,55,18000000
4009,3,1,3,6,4,3,4,102.3,3,1,2,12,1,1,4,2,1,13265.02,45,54000000
4010,3,2,1,1,6,3,1,89.1,3,1,1,5,1,3,4,5,1,16913.670692,55,9
4011,2,1,3,7,3,1,4,105.6,3,1,2,14,1,3,4,2,3,10492.456032,67,12000000
4012,3,2,3,13,4,1,4,72.6,3,1,1,9,1,3,4,3,1,14112.597974,67,3
4013,2,2,3,5,3,1,5,125.4,3,1,2,10,1,3,4,2,3,3849.7454461,67,42000000
4014,2,2,3,8,4,1,5,125.4,3,1,2,14,1,3,3,4,1,5363.78,55,54000000
4015,3,2,1,2,5,2,4,92.4,3,1,1,7,4,3,3,3,3,13033.3,67,3
4016,1,2,3,18,3,1,6,201.3,5,1,2,16,3,3,4,5,1,24740.265533,45,90000000
4017,3,1,2,4,5,1,6,59.4,1,1,1,9,1,1,4,1,3,4646.6801412,55,3
4018,3,2,1,1,6,3,1,92.4,3,1,2,6,4,1,3,2,3,18772.48,67,18000000
4019,3,2,3,9,3,1,5,69.3,2,1,1,5,1,3,3,4,1,4049.13,45,25000000
4020,1,1,2,2,5,1,5,69.3,3,1,1,6,1,1,4,1,1,16562.25,45,25000000
4021,3,1,3,5,4,1,6,89.1,3,1,1,12,1,3,4,3,4,7744.5739166,45,42000000
4022,1,1,2,5,4,2,6,99.0,3,1,1,8,1,3,5,4,1,7737.0,45,5
4023,2,1,1,1,3,2,5,75.89999999999999,2,1,1,8,1,3,5,1,1,8369.884431,45,25000000
4024,1,1,3,2,3,4,5,79.19999999999999,3,1,1,8,1,3,4,3,1,10782.446891,55,54000000
4025,1,1,1,2,5,3,2,151.8,2,1,1,12,1,3,5,2,3,23246.568132,67,3
4026,3,1,3,13,4,2,5,82.5,3,1,2,8,3,3,4,4,1,13239.879162,45,54000000
4027,1,2,1,1,6,4,3,59.4,1,1,1,4,1,1,3,1,5,12291.566577,67,12000000
4028,3,1,3,7,2,1,4,105.6,3,1,2,12,3,3,4,3,5,10052.216371,67,25000000
4029,3,2,3,15,4,2,5,112.2,3,1,2,12,1,3,4,3,3,8469.24,55,4
4030,1,2,2,2,6,2,3,59.4,2,1,1,12,1,1,5,1,2,4170.1641483,45,2
4031,1,2,3,4,5,2,6,33.0,3,1,2,6,3,3,4,4,3,7132.229126,55,90000000
4032,3,2,3,2,4,1,4,69.3,3,1,1,8,1,3,4,2,3,10910.935015,55,25000000
4033,2,2,1,1,5,1,3,46.2,2,0,0,7,2,3,3,4,1,13485.7,55,42000000
4034,1,1,2,1,4,1,3,49.5,2,1,1,4,1,3,4,3,1,5018.980852,45,18000000
4035,3,1,3,8,6,2,4,105.6,3,1,2,9,1,3,4,3,1,10093.551581,55,54000000
4036,3,1,3,6,2,3,5,105.6,3,1,1,8,1,3,4,1,5,6941.1622623,67,1
4037,3,1,1,2,4,1,2,49.5,2,1,1,9,2,3,3,5,1,11368.06,55,54000000
4038,1,1,3,6,2,3,3,85.8,2,1,1,10,3,3,4,4,1,8047.4062606,35,90000000
4039,2,2,3,15,3,2,6,112.2,3,1,2,9,1,3,4,4,3,11565.03,45,66000000
4040,1,1,1,1,5,1,1,79.19999999999999,4,1,2,6,1,3,4,6,3,11149.05,55,25000000
4041,1,1,2,4,4,3,6,82.5,3,1,1,14,1,3,5,2,1,11991.537564,67,5
4042,3,1,3,9,4,2,4,75.89999999999999,3,1,1,8,1,3,4,3,1,9563.7966637,55,25000000
4043,1,2,3,1,2,1,1,49.5,2,1,1,10,1,3,4,2,4,7967.8806977,45,3
4044,2,2,3,1,3,2,4,92.4,3,1,1,8,1,3,4,2,2,13431.94,55,4
4045,2,2,3,3,2,1,4,79.19999999999999,3,1,2,12,1,1,4,2,1,7475.4,35,25000000
4046,1,2,1,1,4,2,3,82.5,4,1,1,16,1,3,4,3,4,22290.16,67,3
4047,3,2,1,1,4,4,1,52.8,2,1,1,7,1,1,4,2,5,7565.8706349,67,12000000
4048,3,2,3,3,2,1,4,148.5,4,1,1,13,1,1,4,5,4,17621.431843,55,66000000
4049,1,1,3,12,3,1,4,198.0,5,1,2,15,3,3,5,1,5,9440.3860938,67,1
4050,3,2,2,3,3,1,5,46.2,2,1,1,6,1,3,4,2,3,10907.947772,55,1
4051,2,2,1,1,6,1,3,82.5,3,1,1,8,1,3,4,2,5,10693.461898,67,2
4052,1,2,3,12,3,2,5,105.6,3,1,2,11,1,3,5,3,1,13060.318232,45,8
4053,1,1,3,25,4,1,5,49.5,2,1,1,8,1,3,5,4,1,13293.491941,55,7
4054,2,2,1,1,5,1,6,92.4,2,1,2,4,2,3,3,1,3,8857.68,67,3
4055,1,2,2,1,2,1,5,62.7,3,1,1,10,1,3,4,3,5,7346.2940089,45,42000000
4056,2,2,1,2,3,1,6,33.0,1,0,1,7,1,3,4,1,1,5330.687049,25,18000000
4057,3,2,3,7,4,2,6,112.2,3,1,2,7,1,3,4,4,1,6588.2383302,45,54000000
4058,1,1,3,1,5,3,4,82.5,3,1,1,8,1,1,4,4,1,7290.6,45,42000000
4059,1,2,1,1,6,3,4,85.8,3,1,1,8,2,1,3,1,1,8048.95,35,18000000
4060,3,1,1,1,5,2,1,49.5,2,1,1,3,2,1,3,4,1,7835.27,55,25000000
4061,1,2,3,15,3,1,4,125.4,3,1,2,14,1,3,5,3,1,10194.910131,55,3
4062,1,2,3,9,6,3,6,99.0,3,1,2,6,3,3,4,4,2,10123.570947,55,66000000
4063,1,1,3,7,2,1,3,105.6,3,1,1,7,1,3,4,4,1,8539.0617737,45,78000000
4064,3,1,1,1,4,1,4,191.4,3,1,1,7,1,2,4,4,5,11350.114844,55,8
4065,3,2,1,1,5,4,3,59.4,2,1,1,5,2,3,3,5,3,10867.44,67,18000000
4066,1,1,3,9,3,1,4,59.4,2,1,1,6,1,3,5,4,1,14184.329393,45,4
4067,1,2,3,2,4,1,5,155.1,4,1,2,7,1,3,4,4,1,15670.48,35,42000000
4068,3,1,1,2,4,1,3,66.0,3,1,1,16,1,3,4,4,3,12507.626628,45,5
4069,1,1,2,3,4,2,3,99.0,3,1,1,14,1,1,4,2,3,15997.679243,67,25000000
4070,2,2,3,5,3,1,5,125.4,3,1,2,10,1,3,4,2,3,3838.1562553,67,4
4071,3,2,3,5,5,1,3,46.2,2,1,1,12,5,1,3,4,1,5516.431685,35,3
4072,3,2,1,1,5,4,4,99.0,3,1,1,4,5,1,3,2,4,11563.64,67,6
4073,3,2,3,1,4,1,5,112.2,3,1,2,8,3,3,4,5,1,28937.486951,35,5
4074,3,1,3,16,4,2,5,108.9,3,1,2,11,3,3,4,4,1,8484.94,55,66000000
4075,1,1,3,8,2,1,4,79.19999999999999,3,1,1,4,3,3,4,4,1,8304.0988899,45,96000000
4076,3,1,3,4,4,1,5,108.9,3,1,2,7,1,1,4,4,5,8950.895605,55,25000000
4077,2,2,3,7,4,1,5,89.1,3,1,2,14,1,3,4,1,5,3211.99,67,12000000
4078,1,2,1,1,6,3,4,92.4,3,1,1,24,4,1,3,1,5,31684.46,67,12000000
4079,2,2,1,1,6,3,1,82.5,3,1,2,16,2,1,3,2,5,15520.27,67,12000000
4080,3,2,3,5,2,1,4,92.4,3,1,1,3,5,1,3,4,1,3553.7372276,55,4
4081,3,1,1,1,6,1,3,85.8,2,1,1,10,2,3,3,2,1,8815.54,45,3
4082,1,2,1,1,6,1,3,69.3,3,1,2,8,2,1,3,2,5,11665.78,45,18000000
4083,1,2,2,2,5,2,6,105.6,3,1,2,16,1,3,5,4,1,11219.094556,55,5
4084,1,2,1,1,6,1,4,59.4,2,1,1,7,2,1,3,1,5,20989.953207,67,1
4085,2,2,1,1,6,2,4,132.0,3,1,1,8,4,3,5,4,2,29683.38,67,25000000
4086,3,1,1,2,4,2,4,82.5,3,1,1,10,1,3,4,4,3,11015.941842,55,54000000
4087,3,2,1,1,6,1,1,36.3,1,1,1,4,5,1,3,1,5,14421.34,67,1
4088,1,1,3,3,3,1,4,112.2,3,1,2,12,3,3,5,4,1,21868.996228,45,7
4089,3,1,3,8,4,3,5,105.6,3,1,2,14,1,3,4,3,1,11066.89,55,42000000
4090,2,2,1,1,6,1,2,52.8,2,1,1,8,2,3,3,2,3,9431.98,67,18000000
4091,1,1,3,3,3,2,6,95.7,3,1,2,18,1,3,4,4,1,24813.66,45,66000000
4092,1,1,2,5,4,3,3,132.0,3,1,2,20,1,3,5,4,1,12011.020293,45,7
4093,1,1,3,5,4,4,3,66.0,2,1,1,8,1,3,4,4,1,15621.795557,45,25000000
4094,1,1,3,2,3,1,5,145.2,4,1,2,20,1,1,4,2,2,3982.707636,67,25000000
4095,3,1,1,1,6,1,3,105.6,3,1,1,8,1,3,4,2,1,18389.76,67,18000000
4096,1,2,3,6,2,2,5,108.9,3,1,2,4,1,3,4,3,1,13025.144556,45,6
4097,3,1,1,1,6,2,5,33.0,3,1,2,6,1,3,4,2,3,6238.8331144,67,5
4098,1,1,3,4,4,1,5,125.4,4,1,1,14,3,1,4,5,1,8526.1369855,55,54000000
4099,1,1,2,1,5,1,3,49.5,2,1,1,3,1,1,4,1,5,3207.1556405,67,12000000
4100,2,2,1,1,6,3,2,82.5,4,1,1,10,2,1,3,1,3,12871.46,67,12000000
4101,1,1,1,1,6,1,3,82.5,3,1,1,6,1,3,5,2,3,10243.64,55,3
4102,3,1,3,20,4,3,4,99.0,3,1,2,8,1,3,4,3,2,16930.85,55,66000000
4103,3,1,2,1,5,4,4,52.8,2,1,1,6,1,3,4,2,1,13539.4,55,54000000
4104,1,1,3,7,4,3,5,89.1,3,1,2,15,1,3,4,4,1,12556.98,45,66000000
4105,2,1,1,1,6,2,3,66.0,2,1,1,6,1,3,4,2,5,14822.437652,67,18000000
4106,2,2,1,1,6,1,5,99.0,3,1,1,17,4,3,3,2,3,13763.44,55,3
4107,3,2,1,1,5,3,4,85.8,3,1,1,8,2,1,3,2,3,8715.3001826,55,18000000
4108,2,2,3,1,4,1,5,75.89999999999999,3,1,1,10,1,1,4,2,1,3020.27208,67,18000000
4109,3,2,1,1,5,2,1,33.0,1,1,1,3,5,3,3,1,3,11767.232407,67,12000000
4110,2,2,3,8,4,1,4,99.0,3,1,2,8,1,3,4,4,3,6965.89,55,66000000
4111,3,2,1,1,5,4,3,79.19999999999999,3,1,1,6,2,3,3,2,1,15596.25,45,18000000
4112,1,2,1,1,6,1,6,66.0,2,1,1,15,2,3,3,2,5,12774.992249,67,3
4113,3,1,3,4,2,2,3,102.3,4,1,1,11,1,3,4,2,5,7030.154879,67,2
4114,2,2,1,1,4,1,1,33.0,1,1,1,6,2,1,3,2,2,6550.6,67,1
4115,3,2,3,7,2,3,5,66.0,2,1,1,7,1,3,4,4,3,9809.8281245,45,25000000
4116,3,1,3,21,5,1,4,82.5,3,1,1,7,1,3,4,3,3,8539.399737,55,66000000
4117,1,2,3,13,3,2,4,85.8,3,1,1,12,3,1,4,2,5,11817.241844,67,2
4118,3,1,2,2,4,1,5,79.19999999999999,3,1,2,23,1,1,4,2,5,9181.2380059,67,18000000
4119,3,1,3,9,4,2,4,75.89999999999999,3,1,1,9,1,3,4,2,1,4383.2582859,55,42000000
4120,1,1,2,2,3,2,6,59.4,3,1,1,9,1,3,5,2,1,9780.12,45,4
4121,1,2,3,19,2,1,4,85.8,2,1,1,6,3,1,5,3,1,9797.9861824,55,25000000
4122,2,2,3,1,2,2,3,42.9,2,1,1,4,1,3,4,2,1,12648.69,35,42000000
4123,1,1,2,3,3,3,5,89.1,3,1,2,3,1,3,4,3,1,13560.71802,45,4
4124,1,2,1,2,5,1,3,59.4,2,1,1,3,1,1,4,4,3,12432.241932,45,12000000
4125,1,2,1,1,6,2,4,198.0,3,1,2,6,4,3,5,2,3,19905.633428,55,25000000
4126,3,2,1,1,6,1,4,125.4,4,1,2,16,2,1,3,1,5,13135.7,67,12000000
4127,3,2,3,7,6,1,5,105.6,3,1,2,6,1,3,5,2,3,15654.071564,55,54000000
4128,1,1,1,2,4,3,4,66.0,2,1,1,12,1,3,5,3,3,7455.91371,55,4
4129,1,2,3,3,3,1,4,184.8,4,1,2,28,3,3,5,3,3,26612.927922,67,6
4130,2,2,3,9,4,4,4,115.5,3,1,2,12,1,1,4,4,3,11468.06606,55,42000000
4131,1,1,2,1,3,1,4,49.5,3,1,1,3,1,1,4,2,1,4892.4903836,67,12000000
4132,1,2,2,1,5,1,5,72.6,2,1,1,8,1,1,4,2,1,4793.88,67,18000000
4133,2,1,2,4,4,2,5,66.0,2,1,1,4,4,3,5,2,2,2430.36,55,2
4134,3,2,3,7,3,2,4,105.6,3,1,2,12,1,3,4,4,3,16527.14,55,54000000
4135,2,2,3,9,4,2,5,79.19999999999999,3,1,1,8,1,1,4,4,1,10627.16,55,54000000
4136,2,1,1,3,4,1,2,115.5,4,1,1,4,2,3,3,4,1,10419.9,45,25000000
4137,2,2,3,8,2,2,5,69.3,3,1,1,8,1,3,4,5,3,10608.419597,45,3
4138,2,1,3,9,4,1,5,158.39999999999998,4,1,2,14,1,3,4,4,3,4591.438493,67,54000000
4139,2,2,3,9,4,4,4,115.5,3,1,2,12,1,1,4,4,3,11745.270886,55,54000000
4140,3,2,1,1,6,2,4,112.2,3,1,2,7,2,3,3,2,1,11660.655742,67,18000000
4141,3,1,3,9,2,3,4,52.8,2,0,1,5,3,3,4,5,1,13133.859335,35,25000000
4142,1,1,1,1,6,1,1,125.4,4,1,1,5,2,1,3,4,3,12803.94,55,25000000
4143,1,1,2,4,5,1,5,102.3,3,1,1,10,1,1,4,3,1,14166.4,55,66000000
4144,2,2,1,1,5,2,4,72.6,2,1,1,8,4,1,3,3,3,8141.96,67,25000000
4145,2,2,2,1,5,3,2,122.1,4,1,1,5,2,1,3,2,1,11863.64,45,42000000
4146,3,2,3,8,4,2,4,75.89999999999999,3,1,1,8,1,1,4,4,1,13267.714925,55,54000000
4147,3,1,3,19,6,3,6,112.2,3,1,2,12,1,3,4,1,1,8905.6526916,35,25000000
4148,3,1,3,8,4,3,5,85.8,3,1,2,8,1,3,4,4,3,17419.997513,67,25000000
4149,3,1,3,11,6,1,5,85.8,3,1,2,7,1,3,4,4,1,15021.72,55,66000000
4150,1,1,2,4,5,4,3,92.4,3,1,1,8,1,3,4,4,1,13107.5,55,54000000
4151,3,1,2,1,4,1,5,49.5,2,1,1,6,1,1,4,3,3,11285.612018,45,42000000
4152,1,1,3,14,3,4,4,56.1,2,0,1,7,3,3,4,3,1,5924.03,35,42000000
4153,1,2,3,15,5,3,4,69.3,3,1,1,7,3,1,4,2,4,15645.596482,45,12000000
4154,3,1,1,1,6,4,2,49.5,1,1,1,3,2,2,3,1,5,8487.86,67,1
4155,1,1,3,5,4,4,3,66.0,2,1,1,8,1,3,4,3,2,13061.44,45,12000000
4156,2,2,2,1,5,1,4,82.5,2,1,1,8,1,1,3,1,3,4482.5449295,55,18000000
4157,3,2,3,1,4,4,4,105.6,3,1,2,9,1,3,4,3,3,14307.722965,67,42000000
4158,2,2,2,1,5,2,4,66.0,2,1,1,10,1,3,4,2,1,6644.08463,67,12000000
4159,3,1,3,3,4,2,4,75.89999999999999,3,1,1,6,1,3,4,4,1,7380.5561158,55,25000000
4160,3,1,1,1,6,3,4,69.3,2,1,1,8,1,3,4,1,1,7890.6786667,67,18000000
4161,1,1,3,17,3,2,5,112.2,3,1,2,18,1,3,5,2,3,12317.74,67,5
4162,2,2,3,2,2,3,5,82.5,3,1,1,8,1,1,4,3,1,6617.78,45,42000000
4163,3,2,1,1,4,1,4,66.0,3,1,1,9,2,3,3,5,1,19246.7,55,66000000
4164,1,1,3,15,3,2,4,59.4,2,1,1,4,1,3,5,3,1,13441.1,67,3
4165,2,2,2,2,2,1,4,75.89999999999999,3,1,1,13,1,3,4,1,2,4831.52,67,18000000
4166,2,2,3,15,3,4,5,75.89999999999999,2,1,1,9,1,3,4,2,2,4676.22218,67,25000000
4167,1,2,2,2,3,2,4,66.0,2,1,1,10,5,3,3,3,1,4312.9,45,4
4168,2,2,1,1,6,2,5,95.7,3,1,1,15,2,3,3,2,5,21022.38,67,1
4169,1,1,2,2,3,3,3,42.9,2,1,1,15,1,1,5,2,1,4304.8,67,3
4170,1,1,3,7,2,1,4,105.6,3,1,2,12,1,3,5,3,2,11573.630638,67,7
4171,1,1,1,2,5,3,5,66.0,3,1,1,10,1,3,4,4,1,9213.329426,45,42000000
4172,2,2,1,1,6,1,4,62.7,2,1,1,6,2,1,3,2,3,16878.56,67,1
4173,1,1,2,4,5,2,5,82.5,3,1,1,12,1,3,4,4,1,8512.8984,45,54000000
4174,1,1,1,2,5,1,3,66.0,2,1,1,8,1,3,4,2,1,15072.904742,67,54000000
4175,3,1,3,7,2,2,4,95.7,3,1,1,8,1,1,4,4,3,17380.157289,55,42000000
4176,1,1,1,1,6,1,1,125.4,4,1,1,5,2,1,3,4,3,12799.64,55,25000000
4177,1,2,1,5,5,2,3,59.4,2,1,1,7,2,1,3,4,1,9818.17,55,42000000
4178,1,1,3,12,3,1,3,89.1,3,1,1,12,3,3,5,2,3,10684.089723,45,6
4179,1,2,3,2,2,3,5,108.9,3,1,2,14,1,3,5,3,3,13268.962134,55,9
4180,2,2,1,1,5,4,1,75.89999999999999,2,1,1,8,2,1,3,2,5,14911.42,67,12000000
4181,2,2,1,1,6,3,5,89.1,3,1,1,9,2,3,3,2,3,13852.82,55,42000000
4182,1,2,1,1,5,2,4,105.6,3,1,1,12,1,3,5,4,1,13314.76,45,6
4183,3,2,3,8,4,2,5,79.2,2,1,1,8,1,3,4,3,3,11335.81412,55,4
4184,2,2,1,1,6,3,2,85.8,3,1,1,8,1,3,4,5,1,17463.06,35,42000000
4185,3,2,1,1,6,1,4,75.9,3,1,1,6,2,1,3,1,4,6207.7421053,67,2
4186,3,2,3,1,4,2,3,82.5,3,1,1,1,1,1,3,4,3,6022.04,55,54000000
4187,2,2,3,14,3,2,4,75.89999999999999,2,1,1,7,1,3,4,5,1,14472.190402,45,42000000
4188,2,2,1,1,6,2,3,99.0,3,1,1,12,1,1,3,3,5,6243.01,67,12000000
4189,1,2,3,5,3,2,4,85.8,3,1,1,13,3,3,5,4,1,15081.911104,45,9
4190,1,1,3,4,2,1,3,75.9,2,1,1,8,1,3,5,2,4,10037.923145,55,3
4191,3,1,1,1,2,1,5,198.0,3,1,2,6,1,3,4,4,3,10493.151056,55,54000000
4192,3,2,1,1,6,1,3,72.6,3,1,1,12,2,3,3,2,3,6272.6,67,3
4193,2,2,3,2,3,3,3,39.6,2,1,1,3,2,3,3,4,1,12390.92,35,18000000
4194,1,2,3,14,4,2,4,56.1,2,1,1,3,3,3,4,3,1,2721.171391,35,42000000
4195,1,2,3,3,2,1,5,108.9,3,1,2,14,1,3,4,4,1,12563.773092,55,8
4196,1,2,3,6,2,3,5,122.1,3,1,2,14,3,1,4,6,1,10976.132946,45,25000000
4197,3,1,2,4,5,1,5,79.19999999999999,3,1,2,7,1,3,4,5,1,9688.6845568,45,42000000
4198,2,2,2,1,5,2,5,66.0,2,1,1,10,5,1,3,1,5,31079.88,67,12000000
